id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
222887,"Bordeaux Terrace - amazing view, air-con, elevator",1156398,Suzanna,Bordeaux,Bordeaux Sud,44.83610153,-0.56639498,Entire home/apt,203,3,85,2024-01-22,0.57,4,265,21,3306300031048
247452,"Cosy apartment ,barbecue, pool",959918,Krista,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.8589,-0.72735,Entire home/apt,95,2,66,2024-03-01,0.45,1,151,11,
317273,"Bordeaux City Gardens - large 1 bd, park adjacent",1156398,Suzanna,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84780121,-0.58104599,Entire home/apt,171,3,56,2024-02-21,0.48,4,229,15,33063001366CB
317658,"Key to Bordeaux - fairytale view, 2 bd + elevator",1156398,Suzanna,Bordeaux,Centre ville (Bordeaux),44.83879852,-0.56887001,Entire home/apt,219,3,141,2024-03-14,0.96,4,200,33,33063001225CF
333031,STUDIO BORDEAUX TRIANGLE D OR ***** Climatisé,1697156,Antony,Bordeaux,Centre ville (Bordeaux),44.84256,-0.57794,Entire home/apt,82,1,491,2024-03-08,3.37,2,326,54,3306300055979
344869,Cosy studio center of Bordeaux,1749523,Fabienne,Bordeaux,Centre ville (Bordeaux),44.84598,-0.5897,Entire home/apt,50,30,125,2022-07-14,0.85,4,234,0,330630072099C
365993,Modern&comfortable 3 rooms apart,1847986,Damien,Bgles,Bgles,44.81149,-0.55825,Entire home/apt,90,5,62,2024-02-23,0.43,2,291,6,
438600,Om Sweet Home B&B  chambre Single,2171100,Christophe,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85447,-0.582,Private room,31,2,343,2024-02-28,2.38,1,264,55,
457462,"BORDEAUX, swimming-pool, tennis !",2273643,Nadine,Talence,Talence,44.81099,-0.59954,Entire home/apt,75,7,26,2023-08-21,0.18,1,121,3,
457640,Appartement piscine tennis Bordeaux,2274580,Christine,Talence,Talence,44.80956,-0.5994,Entire home/apt,120,3,84,2023-08-31,0.59,1,250,7,
482102,Beautiful city house full comfort,2387430,Frederic,Le Bouscat,Le Bouscat,44.8542,-0.59581,Entire home/apt,250,2,456,2024-03-11,3.21,1,270,57,
500193,Bordeaux centre T3 60m2 avec jardin collectif,2468244,Audrey,Bordeaux,Bordeaux Sud,44.83303,-0.56214,Entire home/apt,103,2,298,2024-03-05,2.13,2,262,29,3306300158754
545440,Loft with its private swimming pool,2680968,Jeanne,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85655,-0.57755,Entire home/apt,230,2,78,2023-09-18,0.55,1,168,5,3306300333887
599263,Bordeaux centre historique,2964570,Vincent,Bordeaux,Centre ville (Bordeaux),44.83856,-0.5751,Entire home/apt,137,2,130,2024-03-03,1.43,1,302,16,330630034253E
648539,"Location au mois avec bail, Bordeaux centre",3253952,Paul +  Sarah,Bordeaux,Bordeaux Sud,44.83265,-0.56627,Entire home/apt,29,365,43,2018-05-30,0.31,1,81,0,
667763,Charme au coeur du Vieux Bordeaux,3378979,Xavier,Bordeaux,Centre ville (Bordeaux),44.83745,-0.56935,Entire home/apt,103,30,165,2024-02-29,1.18,2,216,6,"Available with a mobility lease only (""bail mobilité"")"
670292,Appartement meublé 55m2 + terrasse,3396304,Françoise,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82809,-0.58822,Entire home/apt,70,3,26,2024-02-16,0.24,1,57,5,33063004439C4
675853,"Architect House, Bordeaux",3309367,Alice,Bordeaux,Bordeaux Sud,44.83354,-0.56405,Entire home/apt,96,120,19,2020-03-14,0.14,1,154,0,"Available with a mobility lease only (""bail mobilité"")"
709326,Chambre ds maison 1x1.40m ou 2x90m,3649476,Marc,Bordeaux,Caudran,44.83989,-0.61846,Private room,,2,1,2016-09-21,0.01,2,0,0,
724856,Room quiet - Bordeaux down town,3746923,Elisabeth,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83165,-0.59787,Private room,44,1,173,2024-03-13,1.29,2,111,41,3306300239194
776808,Stay in Lonely Planet's Pick  B&B | 330630003114E,4041434,Valérie,Bordeaux,Nansouty - Saint Gens,44.82429,-0.58376,Private room,121,2,3,2018-12-02,0.03,2,212,0,330630003114E
777417,Blue Lodge B&B | protected area | 330630003114E,4041434,Valérie,Bordeaux,Nansouty - Saint Gens,44.8258,-0.58508,Private room,123,2,12,2023-09-11,0.13,2,197,2,330630003114E
792947,Villa jacuzzi intérieur,4178213,David,Pessac,Magonty,44.79513,-0.70553,Entire home/apt,159,1,232,2024-02-25,1.92,2,360,36,
813125,La Bordelaise - table d'Hôtes et chambre,4273204,Alain,Cenon,Palmer-Gravires-Cavailles,44.86346,-0.51796,Private room,66,4,0,,,1,173,0,753 547 629 00018 - 5520 z
823341,"""The cherub"" - Historical center",4322810,Alexandre,Bordeaux,Bordeaux Sud,44.83281,-0.57152,Entire home/apt,,365,15,2014-10-28,0.11,1,0,0,
837713,"Near Bordeaux, in a house...",1909665,Gisèle Et Guy,Carbon-Blanc,Carbon-Blanc,44.90296,-0.50192,Private room,40,5,42,2023-10-30,0.32,2,351,3,
845788,Burdigala Homes - Apartment Street Porte Basse,4310833,Jean-Christophe,Bordeaux,Centre ville (Bordeaux),44.83642,-0.57658,Entire home/apt,130,2,76,2024-02-09,0.57,15,83,11,33063000665A2
845807,Apartment-de la Course 2 -Ensuite with Shower,4310833,Jean-Christophe,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85029,-0.57585,Entire home/apt,110,1,32,2023-08-27,0.25,15,141,3,330630011158E
845815,Apartment-de la Course 1-Ensuite with Shower,4310833,Jean-Christophe,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85234,-0.57523,Entire home/apt,110,1,38,2024-03-06,0.29,15,140,4,3306300111488
856891,Maison d'architecte de caractère,1924713,Jean-François,Bordeaux,Caudran,44.85946,-0.61238,Entire home/apt,393,2,93,2023-10-06,0.93,1,345,9,3306300088213
865244,"CLOS BAMBOO , Bungalow ensoleillé",4543023,Jean Guillaume,Merignac,La Glacire,44.82859,-0.61801,Entire home/apt,69,2,117,2024-03-19,0.88,1,88,11,1 1056
867488,"El Patio, hot tub from May to September",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,270,2,102,2023-07-25,0.78,8,90,5,33063000567A9
872870,Esprit Zen,4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,240,2,89,2023-10-08,0.68,8,63,6,33063000568AF
872948,"Dolce Vita, A soft life in Bordeaux",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,190,2,71,2022-08-13,0.55,8,114,0,330630005659D
872979,"Duo, small but smart flat for 2",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,66,2,42,2024-02-17,0.33,8,191,2,33063000566A3
878032,bed and breakfast,4639813,Isabelle,Pessac,France Alouette,44.78138,-0.68536,Private room,145,1,3,2023-10-29,0.03,3,292,1,
880024,"16 accommodated in the same place, in 4 flats",4561878,Béatrice & Sébastien,Bordeaux,Bordeaux Sud,44.83305,-0.57509,Entire home/apt,960,3,25,2019-03-10,0.19,8,134,0,33063000567A9
880178,"Gite ""Carlito"" (for 2 people).",4561878,Béatrice & Sébastien,Gradignan,Gradignan,44.75465,-0.62296,Entire home/apt,51,2,40,2024-01-21,0.30,8,160,8,0000000000000
881775,Vacation Sebea' s House with Pool,4561878,Béatrice & Sébastien,Gradignan,Gradignan,44.75465,-0.62296,Entire home/apt,,7,3,2022-08-27,0.02,8,0,0,
881940,"""Katalpa"" for +12 with Pool & Spa",4561878,Béatrice & Sébastien,Gradignan,Gradignan,44.75388,-0.6228,Entire home/apt,585,2,37,2023-12-17,0.29,8,159,7,1710
888556,CHAMBRE COSY AU CALME 1,992322,Edwige,Bordeaux,Caudran,44.84897,-0.60515,Private room,70,3,6,2022-09-23,0.05,1,365,0,
920432,LUMINEUX ET AGREABLE APPARTEMENT,4394250,Beatrice,Bordeaux,Nansouty - Saint Gens,44.81699,-0.56626,Entire home/apt,48,365,4,2018-03-31,0.04,1,365,0,
921237,séjournez chez Jean-francois,4951342,Jean-Francois,Talence,Talence,44.81942,-0.59304,Private room,37,7,29,2024-03-15,0.25,1,335,2,
939481,Chambre dans une maison avec jardin collectif,2468244,Audrey,Bordeaux,Bordeaux Sud,44.83249,-0.56125,Private room,50,1,395,2024-03-21,2.94,2,267,56,
964043,City center and charm,2658645,Charlotte,Bordeaux,Centre ville (Bordeaux),44.84388,-0.57882,Entire home/apt,190,3,89,2024-02-18,0.94,2,22,21,330630012148D
981420,Tourny-Gambetta,2658645,Charlotte,Bordeaux,Centre ville (Bordeaux),44.84608,-0.58105,Private room,49,2,8,2024-03-01,0.12,2,46,1,330630012148D
1007407,TERRASSES SAINT PIERRE,5541484,Thierry D,Bordeaux,Centre ville (Bordeaux),44.84107,-0.5719,Entire home/apt,256,4,208,2023-10-04,1.59,1,79,19,33063003013E1
1013790,Maison avec piscine à Pessac,5576991,Agnès,Pessac,Le Bourg,44.804460166758254,-0.6371980625579164,Entire home/apt,150,2,2,2024-03-03,1.87,1,243,2,
1025361,Un havre de fraîcheur en ville | AC et piscine |,5113450,Lila,Merignac,La Glacire,44.8365,-0.62269,Private room,53,1,482,2024-01-25,4.64,1,160,51,Aucun
1043978,Bright flat in Historical center,5748061,Marion,Bordeaux,Bordeaux Sud,44.83413,-0.57048,Entire home/apt,,3,98,2022-08-21,0.74,1,0,0,3306300377474
1086736,Grande maison pleine de charme 230,3973708,Alexandra,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83172,-0.58355,Entire home/apt,259,365,132,2020-08-30,1.21,8,364,0,
1097322,"Large wooden house, July/August",5513545,Sophie,Bouliac,Bouliac,44.80774,-0.4983,Entire home/apt,360,5,1,2019-08-10,0.02,2,129,0,
1109000,Maison style colonial à Bordeaux,6088135,Veronique,Le Bouscat,Le Bouscat,44.86227,-0.59378,Entire home/apt,270,2,80,2024-03-17,0.76,1,250,22,
1109639,Loft 150m² avec piscine et climatisation BORDEAUX,6068524,Audrey,Bordeaux,Nansouty - Saint Gens,44.81363,-0.56646,Entire home/apt,281,7,20,2023-08-10,0.15,1,219,1,3306300544415
1117474,INCROYABLE T3 EN HYPERCENTRE,6133211,Crystel,Bordeaux,Centre ville (Bordeaux),44.83871,-0.56846,Entire home/apt,130,3,456,2024-03-04,3.45,1,99,56,330630009852A
1136724,"Spacious house, 4 guests with Garden & Garage",3774373,Stéphane & Virginie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83,-0.58818,Entire home/apt,182,2,560,2024-03-15,4.27,4,289,52,33063003349C9
1156185,Chambre COSY dans une échoppe ZEN 3 min du Tramway,3513114,Corinne Et Fabrice,Lormont,Lormont,44.87797,-0.52658,Private room,41,2,0,,,1,216,0,
1161946,STUDIO indépendant  JARDIN salle eau  kitchenette,6364913,Christine,Lormont,Lormont,44.88159,-0.49772,Private room,39,2,62,2024-02-02,0.47,1,86,9,
1172803,PATIO STUDIO  CENTRE,1029070,Louis,Bordeaux,Bordeaux Sud,44.83472,-0.57507,Entire home/apt,61,4,681,2024-01-01,5.20,5,85,24,330630002860D
1182098,Loft Saint Michel - Bordeaux,6466588,Christophe,Bordeaux,Bordeaux Sud,44.83413,-0.56988,Entire home/apt,189,2,145,2024-02-18,2.15,1,253,18,33063002911D0
1185900,Centre Bordeaux cabane de charme,6486165,Fabienne,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85529,-0.5854,Entire home/apt,105,365,99,2022-01-22,0.82,2,365,0,3306300055873
1188231,Lovely Apartment City Center A/C,1029070,Louis,Bordeaux,Bordeaux Sud,44.83422,-0.57492,Entire home/apt,75,5,535,2024-01-20,4.11,5,64,21,3306300028507
1196034,historic city Triplex with terrace,6056113,Nathalie,Bordeaux,Bordeaux Sud,44.83232,-0.56843,Entire home/apt,230,3,49,2023-09-18,0.38,1,27,6,3306300167823
1196311,Rare Grand duplex hyper centre,4496051,Anne,Bordeaux,Centre ville (Bordeaux),44.84085,-0.57874,Entire home/apt,90,120,24,2017-08-19,0.22,2,242,0,"Available with a mobility lease only (""bail mobilité"")"
1203069,Amazing T3 downtown + parking free,6571433,Antoine,Bordeaux,Centre ville (Bordeaux),44.83907,-0.57529,Entire home/apt,155,2,620,2024-03-10,5.22,1,85,77,3306300010626
1209361,nice bungalow garden near Bordeaux,6604469,Olivier,Lormont,Lormont,44.88071,-0.50038,Entire home/apt,180,7,33,2023-08-19,0.25,1,288,2,
1211924,Maison  climatisée BxCentre  3ch  jardin + parking,6616722,Lily,Bordeaux,Centre ville (Bordeaux),44.8474,-0.59419,Entire home/apt,180,2,143,2024-01-01,1.11,1,45,14,330630055021D
1227141,"T2, charme et détente.",6693475,Cristina,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.89335,-0.74997,Entire home/apt,,6,24,2019-11-02,0.23,1,0,0,19550 MT 012018 9550 00
1241376,Sunny Apartment Centre/AC,1029070,Louis,Bordeaux,Bordeaux Sud,44.83476,-0.57497,Entire home/apt,65,5,540,2024-03-14,4.18,5,62,22,33063000283F4
1242294,BEAUTIFUL 1 BEDROOM FLAT HEART OF THE OLD TOWN,5563943,Xavier,Bordeaux,Centre ville (Bordeaux),44.84104,-0.57563,Entire home/apt,90,1,1156,2024-03-22,8.82,1,242,136,33063006764CE
1251926,House between Bordeaux and Lacanau,6821197,Christophe,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.93436,-0.75711,Entire home/apt,,7,6,2019-08-03,0.06,1,0,0,
1266428,La maison d'Antoinette,6893670,Françoise,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.88325,-0.70035,Entire home/apt,90,2,74,2023-11-05,0.63,1,335,5,
1274080,au cœur du quartier historique,6935270,Daniel,Bordeaux,Centre ville (Bordeaux),44.83763122558594,-0.5694400072097778,Entire home/apt,92,2,613,2024-03-09,4.70,1,226,50,3306300130974
1299682,Beautiful T3 Hypercentral + PARKING,7066630,Marina,Bordeaux,Centre ville (Bordeaux),44.84354,-0.58141,Entire home/apt,70,365,44,2021-08-15,0.34,1,173,0,3306300544103
1308250,Double bed in COZY Loft by the river,7107427,Ben,Lormont,Lormont,44.87645,-0.53383,Private room,24,25,68,2024-03-02,0.53,2,53,6,
1321105,quiet duplex house downtown Bordeaux,3746923,Elisabeth,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.8317,-0.59766,Entire home/apt,87,1,14,2023-06-10,0.11,2,28,1,3306300239194
1323347,Big apartment / hyper center/ 3***,7183066,M,Bordeaux,Centre ville (Bordeaux),44.84174,-0.57125,Entire home/apt,178,5,8,2022-09-18,0.06,1,138,0,330630002995B
1330588,Small bedroom 1 pers. in Loft 100m² along river,7107427,Ben,Lormont,Lormont,44.87681,-0.53498,Private room,24,20,110,2024-01-31,0.84,2,142,7,
1355740,Charming and quiet apartment,29102137,L.C.B,Bordeaux,Bordeaux Sud,44.83397,-0.57057,Entire home/apt,80,1,53,2024-03-08,0.43,13,357,11,33063001269D8
1355836,Fully equipped studio in Bordeaux,7354091,Deborah,Bordeaux,Bordeaux Sud,44.82797,-0.57163,Entire home/apt,27,30,53,2024-02-06,0.43,2,297,3,3306300020731
1372795,B&B  with pool - room Douce France,7442737,Patricia,Bordeaux,La Bastide,44.84522,-0.55173,Private room,115,2,3,2019-09-28,0.02,2,212,0,
1376433,Villa avec piscine proche Bordeaux,7457361,Alexandre,Pessac,Magonty,44.78104,-0.70044,Entire home/apt,280,14,8,2023-08-21,0.06,1,365,1,
1384894,room Charleston,7442737,Patricia,Bordeaux,La Bastide,44.84526,-0.55298,Private room,105,2,7,2023-05-01,0.07,2,209,1,33063002310AC
1413371,"Appartement de Cédric, Saint Médard en Jalles",7618574,Cédric,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.89719,-0.75046,Entire home/apt,65,4,62,2023-11-17,0.93,1,99,8,
1421443,4* studio in the center of Bordeaux,7651794,Lionel,Bordeaux,Centre ville (Bordeaux),44.84263,-0.57549,Entire home/apt,89,13,28,2023-09-16,0.22,1,362,3,3306300276612
1437355,Jolie maison familiale avec jardin & piscine,7721160,J-M,Bordeaux,Bordeaux Sud,44.82424,-0.55984,Entire home/apt,221,3,17,2023-08-16,0.13,1,72,2,3306300590025
1440894,Beautiful apartment in city history  center,29102137,L.C.B,Bordeaux,Centre ville (Bordeaux),44.83641,-0.56972,Entire home/apt,80,1,83,2024-02-04,0.93,13,360,6,33063000478E6
1454611,Cosy House in St Genès,4751437,Elodie & Charlotte,Bordeaux,Nansouty - Saint Gens,44.81964,-0.57913,Private room,50,2,8,2022-10-02,0.06,1,173,0,
1487621,"Central Apartment, Near St Michel Cathedral",7955218,Anne Marie,Bordeaux,Bordeaux Sud,44.83328628540039,-0.562050998210907,Entire home/apt,98,3,28,2023-10-27,0.25,1,157,13,330630077909D
1499802,Apartment Bordeaux Centre   CLIMATISATION,1029070,Louis,Bordeaux,Bordeaux Sud,44.83469,-0.5749,Entire home/apt,65,5,479,2024-02-20,3.84,5,65,15,3306300119052
1547915,Petite Maison tout confort située à Pessac centre,8248228,Mathieu,Pessac,Chiquet-Fontaudin,44.80528,-0.62186,Entire home/apt,,30,13,2022-04-26,0.17,1,0,0,SIRET 815270228 00027
1611196,Lovely 1 Bedroom condo in very center of Bordeaux,2152184,Louis,Bordeaux,Bordeaux Sud,44.835125,-0.570248,Entire home/apt,95,30,0,,,1,365,0,"Available with a mobility lease only (""bail mobilité"")"
1612990,"Nice, confortable and quiet suite",8586420,Iñaki,Bordeaux,Centre ville (Bordeaux),44.84681,-0.58847,Private room,75,2,121,2023-12-10,1.03,1,76,17,3306300079456
1765419,"""Zenitude"" room with  bathroom",8526889,Louise-Marie,Talence,Talence,44.80234,-0.57691,Private room,26,14,6,2023-05-15,0.12,3,203,1,
1791040,Gallien - Excellent option with lift & parking,9382960,Kareen,Bordeaux,Centre ville (Bordeaux),44.84545,-0.58,Entire home/apt,110,90,7,2014-12-09,0.06,50,146,0,"Available with a mobility lease only (""bail mobilité"")"
1829529,"Maison en pierre, grande terrasse,  200m des quais",9570720,Anne,Bordeaux,Bordeaux Maritime,44.86113,-0.55894,Entire home/apt,240,2,12,2023-10-05,0.38,1,331,2,3306300610447
1845964,charming apartment with garden,6599376,Camille,Bordeaux,Bordeaux Sud,44.83016,-0.57663,Entire home/apt,90,4,55,2023-11-04,0.45,1,158,4,3306300114231
1873856,Separate nice room with private bathroom,5058811,Jérôme,Bgles,Bgles,44.78805,-0.56052,Private room,38,2,96,2024-02-27,0.81,2,347,12,
1890659,L'Appart du Vieux Marché,4310833,Jean-Christophe,Bordeaux,Centre ville (Bordeaux),44.83712,-0.573,Entire home/apt,500,1,96,2024-03-16,0.78,15,130,3,3306300072098
1926172,Appartement clair avec AIR CONDITION,1029070,Louis,Bordeaux,Bordeaux Sud,44.83424,-0.57517,Entire home/apt,68,5,372,2024-01-04,3.96,5,102,19,33063000283FA
1939935,HÔTEL PARTICULIER MARENGO BORDEAUX,10034489,Alain - Didier,Bordeaux,Bordeaux Sud,44.83393,-0.57056,Entire home/apt,450,365,5,2019-08-26,0.07,4,365,0,3306300639781
1949284,Nuit du manège CosyHOME in Bordeaux,7548084,Marie-Hélène,Bordeaux,Centre ville (Bordeaux),44.84009,-0.58434,Entire home/apt,117,365,13,2020-08-09,0.11,1,363,0,
1981739,T1 bis duplex quartier historique,10226460,Carolle,Bordeaux,Centre ville (Bordeaux),44.83746,-0.56734,Entire home/apt,76,2,46,2023-07-16,0.43,3,326,3,33063001274F6
1989263,Propose chambre dans appt de charme,8993317,Christian,Bordeaux,Bordeaux Sud,44.82713,-0.56938,Private room,49,3,23,2023-10-27,0.21,1,341,3,3306300489736
1997144,Bordeaux duplex 70m2 chartrons,10291316,Xavier,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85328,-0.56673,Entire home/apt,100,1,369,2024-03-17,2.96,1,241,29,33063002948AF
2024975,Gite Fonteneau 10mn de Bordeaux,10034489,Alain - Didier,Floirac,Floirac,44.83735,-0.50673,Entire home/apt,200,6,26,2023-07-29,0.26,4,226,2,
2029668,Appartement surplombant la ville,10423832,Christophe,Bordeaux,Nansouty - Saint Gens,44.82529,-0.58908,Entire home/apt,90,365,78,2021-01-01,0.69,1,365,0,
2118428,"Center 3bedrooms/3bathrooms , Duplex 160m2",10798726,Julien & Laure-Hélène,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85045,-0.57452,Entire home/apt,,3,135,2020-07-19,1.22,4,0,0,3306300322222
2144094,Apartment  19th century town house,10943963,Rozenn,Bordeaux,La Bastide,44.84565,-0.5509,Entire home/apt,96,2,389,2024-03-03,3.13,1,260,32,33063003590CA
2154652,maison lumineuse dans secteur calme,10995317,Georges,Bruges,Bruges,44.87832,-0.59759,Entire home/apt,190,4,11,2023-02-06,0.09,1,208,0,
2157691,Chambre jacuzzi piscine intérieure,4178213,David,Pessac,Magonty,44.79433,-0.70533,Private room,159,1,323,2024-02-28,2.69,2,365,8,
2204922,Maison avec jardin - idéale famille,11236169,Emilie Et Adrien,Talence,Talence,44.81014234536573,-0.585767888173038,Entire home/apt,105,3,1,2023-11-05,0.21,1,70,1,
2219615,"Studio,9min hypercentre de Bordeaux",11306750,Laura,Talence,Talence,44.80617,-0.5913,Entire home/apt,,1,6,2014-08-14,0.05,2,0,0,
2225756,Echoppe rénovée dans le centre.,7721469,Caroline,Bordeaux,Centre ville (Bordeaux),44.8447,-0.59555,Entire home/apt,280,3,182,2023-12-11,1.51,1,257,2,330630004954D
2229602,2 room aprt in residence with pool,6116023,Patrick,Villenave-d'Ornon,Villenave-d'Ornon,44.80493,-0.57313,Entire home/apt,,3,5,2018-07-20,0.05,1,0,0,
2231377,Chambre privée avec jardin,9477089,Stephane,Bordeaux,Centre ville (Bordeaux),44.83724,-0.59502,Private room,,1,168,2023-10-26,1.75,2,0,27,
2248994,Studio chic sur jardin et stationnement gratuit,4057188,Virginie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82905,-0.60039,Entire home/apt,65,1,749,2024-03-15,6.12,1,324,77,33063006823DC
2282269,Appartement kater,11605863,Cathy,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83339,-0.58245,Entire home/apt,42,30,2,2023-12-17,0.15,4,362,1,"Available with a mobility lease only (""bail mobilité"")"
2317125,"Lovely 1 BR apartment, 55 sqm, city centre",9382960,Kareen,Bordeaux,Centre ville (Bordeaux),44.83673,-0.56759,Entire home/apt,78,90,8,2023-10-02,0.07,50,180,1,"Available with a mobility lease only (""bail mobilité"")"
2324216,Proche tram A et universités - Bordeaux centre,11871220,Vanessa,Merignac,Les Eyquems,44.83273,-0.64189,Private room,47,2,9,2019-09-28,0.15,7,180,0,
2370213,Magnifique appartement à deux pas des Quinconces.,10888994,Aline,Bordeaux,Centre ville (Bordeaux),44.84669,-0.57327,Entire home/apt,65,365,18,2021-12-20,0.15,3,358,0,Exempt - hotel-type listing
2384060,CHAMBRE COSY avec PETIT DEJEUNER,7896753,Patricia Et Claude,Bordeaux,Bordeaux Sud,44.81681,-0.55138,Private room,,1,181,2023-01-26,1.49,1,2,0,
2404231,Jolie Chambre proche Bx -Bx Lac,9400972,Corine,Bruges,Bruges,44.87342,-0.60794,Private room,50,1,38,2023-09-04,0.32,3,361,2,
2406128,Chambre à 10mn de Bordeaux Centre,9400972,Corine,Bruges,Bruges,44.87445,-0.60635,Private room,50,1,36,2023-07-05,0.29,3,365,3,
2436520,Belle maison d'architecte en ville,10612698,Magali,Bordeaux,Caudran,44.84219,-0.61712,Entire home/apt,160,3,34,2022-11-02,0.32,2,355,0,33063004006E9
2512534,Appartement dans résidence calme,12861536,Jeanne,Bordeaux,Caudran,44.83989,-0.60005,Entire home/apt,,365,0,,,1,0,0,
2517422,Maison typique bordelaise,12888245,Stephanie,Talence,Talence,44.82272,-0.5904,Entire home/apt,200,7,31,2021-08-28,0.34,1,173,0,
2518522,T3 70m2 tout équipé moderne,12893025,Joanna,Bordeaux,Bordeaux Maritime,44.85987,-0.55503,Entire home/apt,,365,6,2016-12-08,0.05,1,0,0,
2522837,Sainte Colombe view,12917011,Stephane,Bordeaux,Centre ville (Bordeaux),44.83637,-0.57021,Entire home/apt,102,3,641,2024-03-10,5.37,1,224,75,330630004586E
2525201,appart 4 pers + garage Bordeaux centre,12929499,Maxime,Bordeaux,Nansouty - Saint Gens,44.82535,-0.572,Entire home/apt,68,2,187,2024-01-21,1.54,1,234,13,330630090581E
2530568,T2 tramway A stop jeans jaures.,12540790,Isabelle,Cenon,Gambetta-Mairie-Lissandre,44.84994,-0.53633,Entire home/apt,65,3,64,2023-09-11,0.62,1,138,11,
2546284,Centre historique Bdx - Près rue St Catherine 50m2,13036563,Emma,Bordeaux,Centre ville (Bordeaux),44.83784,-0.5745,Entire home/apt,139,4,43,2024-01-19,0.66,1,125,17,3306300253653
2562812,Cosy à Bordeaux,10425012,Stephanie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83087,-0.59847,Entire home/apt,129,1,54,2024-02-28,2.34,2,350,20,330630075079F
2598374,"City centre, quiet sunny and cosy apartment",2223054,Didier,Bordeaux,Centre ville (Bordeaux),44.84185,-0.586816,Entire home/apt,79,4,117,2023-12-23,0.98,1,238,13,3306300343162
2604928,"T2 hyper-centre, atypique et cosy",11534444,Gaëllane,Bordeaux,Centre ville (Bordeaux),44.8355,-0.5701,Entire home/apt,110,3,176,2024-02-18,2.04,1,149,15,330630006084B
2690733,Bathed in Light House Loft,13771979,Stéphanie,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85363,-0.5844,Entire home/apt,190,6,45,2023-12-28,0.38,1,192,2,3306300049447
2693188,Maison de ville avec piscine et sauna,13782771,Morgan,Eysines,Eysines,44.87186,-0.63546,Entire home/apt,300,3,19,2022-09-12,0.18,1,364,0,
2758236,Stone house in the most trendy place in Bordeaux,14108597,Arièle,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85257,-0.57291,Entire home/apt,180,4,275,2024-02-28,2.29,3,316,23,3306300010314
2808914,Cozy Studio with Balcony  Bordeaux,8213752,Laurent,Bordeaux,Centre ville (Bordeaux),44.83786,-0.56896,Entire home/apt,68,4,341,2024-03-17,3.08,2,0,62,33063000827C7
2835903,Échoppe bordelaise: Gare Saint Jean,14502449,Pauline Et Clément,Bordeaux,Bordeaux Sud,44.8253,-0.55866,Entire home/apt,,365,9,2017-04-17,0.08,1,0,0,
2850480,Maison pleine de charme avec piscine,14576713,Jean-Pascal,Bordeaux,Centre ville (Bordeaux),44.8399,-0.59759,Entire home/apt,200,14,3,2017-08-16,0.03,1,365,0,33063004239BA
2850542,"Bordeaux, grande maison 8 pers avec piscine",14056666,Aline,Bruges,Bruges,44.87808,-0.61754,Entire home/apt,,7,0,,,1,0,0,
2878090,Charmante Maison familiale Bordeaux Caudéran,9850823,Laurence,Bordeaux,Caudran,44.85125,-0.62651,Entire home/apt,120,5,3,2020-08-09,0.03,1,83,0,3306300598319
2882364,Nat&home,14730592,Natacha,Bordeaux,Bordeaux Maritime,44.85743,-0.56189,Entire home/apt,,365,0,,,1,0,0,
2888908,"Maison de ville chaleureuse, lumineuse avec jardin",7914769,Laure,Talence,Talence,44.81725,-0.57777,Entire home/apt,100,5,14,2023-09-15,0.48,1,72,3,
