id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
56766,"Duplex avec vue, centre ville",269557,Isabelle,,5e Arrondissement,45.76312,4.82813,Entire home/apt,125,60,55,2023-10-29,0.34,1,210,1,"Available with a mobility lease only (""bail mobilité"")"
77104,Nice Flat in the center of Lyon,411285,Clementine,,1er Arrondissement,45.76842,4.82745,Entire home/apt,100,2,24,2023-10-07,0.15,1,75,2,6938113058353
134539,"Centre of old town,home sweet home",660135,Polali,,5e Arrondissement,45.7593,4.82548,Entire home/apt,80,2,132,2023-12-10,0.85,1,82,6,6938513221658
174304,Quartier Terreaux 4/6 pers. Hyper centre/Clim,832917,Giuseppina,,1er Arrondissement,45.76695,4.83241,Entire home/apt,201,2,429,2024-03-10,3.02,2,115,42,6938112368465
233372,Clear &very central flat Vieux Lyon,1221417,Max,,5e Arrondissement,45.75935,4.82228,Entire home/apt,52,2,316,2024-03-21,2.09,1,218,64,6938512680042
242183,"Pleasant studio, Monplaisir district, Lyon 3rd",1271050,Stéphane,,3e Arrondissement,45.74727,4.86683,Entire home/apt,77,31,33,2024-01-01,0.27,1,306,18,6938312354058
249711,very pleasant and located idealment,1308521,Anaïs,,7e Arrondissement,45.75207,4.83978,Entire home/apt,210,2,25,2023-10-07,0.17,2,354,2,D202109230976
251630,Studio apartment near opera city centre,1319577,Emmanuel,,1er Arrondissement,45.77047,4.834133,Entire home/apt,40,21,9,2024-02-28,0.09,1,170,5,6938113043606
298089,Le Duplex - Spacious triple room.,1221016,Romain,,3e Arrondissement,45.75775,4.87644,Private room,25,3,106,2023-12-01,0.72,1,9,2,
329950,Roomy and luminous apartment,1683652,NATHALIE Et ALAIN,,3e Arrondissement,45.7467,4.87099,Entire home/apt,75,2,25,2023-09-30,0.18,1,20,4,6938312655352
342674,"★SAXE & THE CITY★ 90m², Quiet, Balcony, Clean++ ❤️",1738855,Amael Et Ida,,3e Arrondissement,45.75383,4.84758,Entire home/apt,155,1,326,2024-03-05,2.28,1,216,38,6938312360788
349150,Charming Flat in old Town center,1769157,Jacques,,5e Arrondissement,45.76401,4.82896,Entire home/apt,169,2,417,2022-04-16,2.86,1,229,0,6938513079326
365998,Studio situé au cœur historique de Lyon,1848025,Anne-Marie,,1er Arrondissement,45.76983,4.8293,Entire home/apt,76,3,200,2024-03-19,1.39,1,164,29,6938112647884
369303,"Independent room on terrace with trees, B&B,Garage",1862505,Jean François,,6e Arrondissement,45.76487,4.86761,Entire home/apt,50,2,468,2021-12-11,3.20,1,75,0,Exempt - hotel-type listing
387453,"in downtown LYON, your little PROVENCE",718463,"Lionel, Layla & Samuel",,1er Arrondissement,45.769253,4.829836,Entire home/apt,90,2,73,2024-02-22,0.50,1,0,5,6938112646993
416475,Cosy 2-bedroom flat at the heart of Lyon,2070908,Amy,,1er Arrondissement,45.76913,4.83567,Entire home/apt,,365,0,,,1,0,0,
551810,Charming rooftop house terrace and view Fourviere,2711663,Julie Et Michael,,2e Arrondissement,45.76489,4.8314,Entire home/apt,139,4,39,2022-06-11,0.36,1,68,0,6938112369158
593123,Belle chambre libre dans un T3,2928155,Fadel,,7e Arrondissement,45.74275,4.83755,Private room,,4,6,2015-01-16,0.05,1,0,0,
612551,"Mezzo, Nice and quiet two rooms flat",3038226,Sophie,,1er Arrondissement,45.76903,4.83281,Entire home/apt,70,270,20,2023-12-22,0.15,6,284,2,6938112414193
625569,Chambre Maison Grand confort Lyon,3103951,Agnès,,9e Arrondissement,45.80187,4.82131,Private room,145,1,14,2022-09-09,0.10,12,365,0,
626944,"❤️   Lyon 70 m² Quiet, with Balcony, Clean++ ❤️",1803736,Lisa,,6e Arrondissement,45.76648,4.84947,Entire home/apt,120,1,230,2024-03-08,1.64,1,252,18,6938612352787
635954,Lovely typical flat in the old Lyon,3165326,Mila & Julien,,5e Arrondissement,45.75793,4.825,Entire home/apt,102,365,47,2021-07-24,0.33,2,365,0,
684345,SPACIOUS AND MODERN STUDIO IN THE HEART OF LYON,2719085,Jerome,,1er Arrondissement,45.77118,4.83666,Entire home/apt,62,20,36,2022-05-23,0.26,1,232,0,6938113206031
695607,"cottage in ""Monchat""",3560828,Nicolas,,3e Arrondissement,45.74342,4.88471,Entire home/apt,146,3,46,2022-09-21,0.36,1,223,0,6938312657827
720121,"Grand studio calme avec coin chambre, Lyon 4e",3715660,Agnès,,1er Arrondissement,45.77348438514248,4.825420983243915,Entire home/apt,54,2,14,2023-12-11,0.76,2,0,12,6938413349765
737774,Beautiful Loft in Lyon Center,3853967,Alexandre,,1er Arrondissement,45.77146,4.82684,Entire home/apt,150,3,20,2023-12-18,0.15,1,347,2,6938112778637
746054,The heart of Lyon C,3912388,Monik,,3e Arrondissement,45.75456,4.85125,Private room,90,2,22,2023-12-10,0.16,2,295,1,
747327,Un grand appartement à Lyon,3922797,Sylvain,,7e Arrondissement,45.74071,4.84146,Entire home/apt,140,2,102,2024-03-03,0.74,1,19,15,6938712604861
758266,Chambre Presqu'île,3994549,Florian,,2e Arrondissement,45.75293,4.83113,Private room,,1,13,2015-08-28,0.11,1,0,0,
759321,Heart of Lyon M,3912388,Monik,,3e Arrondissement,45.7536,4.84924,Private room,70,2,44,2023-12-10,0.32,2,81,1,
768803,Lovely  Apt 10mn from Lyon center,2013018,Françoise,,5e Arrondissement,45.7486,4.81133,Entire home/apt,70,2,79,2020-02-19,0.57,1,70,0,
788756,"""L'ENDROIT"" in the City Center",4156965,Emilie,,7e Arrondissement,45.75158,4.84516,Entire home/apt,52,28,54,2023-12-23,0.40,19,201,7,6938712393441
788788,"""LA HALLE"" with balcony and carpark",4156965,Emilie,,7e Arrondissement,45.73417,4.82761,Entire home/apt,,28,37,2021-10-05,0.28,19,0,0,6938712364440
788841,"""LE DECOR"" - Calm and Downtown",4156965,Emilie,,7e Arrondissement,45.75158,4.84516,Entire home/apt,51,28,38,2024-01-08,0.28,19,181,3,6938712393441
792903,Quiet + leafy: Le Jardin des Etats,4177871,Willi Danelzik,,8e Arrondissement,45.73096,4.86915,Entire home/apt,60,2,118,2024-01-01,0.96,1,244,14,6938812480813
795536,Charming apartment in Lyon center,4190603,Vincent,,7e Arrondissement,45.75298,4.84133,Entire home/apt,65,4,67,2024-02-12,0.49,1,18,18,6938713454897
799734,Duplex avec jardin - Lyon centre,3395672,Anaïs,,1er Arrondissement,45.77286,4.83128,Entire home/apt,,2,104,2023-08-14,0.83,1,0,4,6938112946210
809514,Charming flat Croix Rousse,4258974,Stéphanie,,4e Arrondissement,45.77486,4.83469,Entire home/apt,84,2,162,2024-03-04,1.22,1,289,19,6938412621374
814300,Bel appartement rénové,3245274,Anton,,3e Arrondissement,45.75633,4.84916,Entire home/apt,120,2,8,2022-12-10,0.08,1,60,0, 202108180053
815342,Un nid avec vue en plein centre !,4283369,Line,,1er Arrondissement,45.76792,4.82914,Entire home/apt,65,3,358,2024-01-22,2.61,1,170,32,6938112511886
819263,Private Room,4298270,Sabrina,,3e Arrondissement,45.76256,4.86704,Private room,,1,16,2015-01-14,0.13,1,0,0,
822891,"""LE CRAYON"" -  Part Dieu",4156965,Emilie,,3e Arrondissement,45.76289,4.85319,Entire home/apt,,28,42,2023-11-09,0.31,19,1,10,6938312392066
831713,645 sq ft (60m²)  apartment downtown lyon  2BR 1BA,4355017,Marc,,5e Arrondissement,45.75673,4.81539,Entire home/apt,72,3,54,2022-07-10,0.40,1,151,0,6938513291736
845068,APARTMENT INCOMPARABLE PLACE OF THE LYON,3548058,Labourselyon,,2e Arrondissement,45.76413,4.83734,Entire home/apt,190,15,8,2018-10-22,0.06,1,265,0,6938212387343
877193,Loft heart of Lyon ideal for family,4634428,Anthony (& Claire),,3e Arrondissement,45.75874,4.84776,Entire home/apt,240,2,170,2023-11-01,1.29,1,26,12,6938312653768
903331,GD STAND - BUSINESS OR HOLIDAYS- 4*,4829230,Carole,,6e Arrondissement,45.76964,4.85835,Entire home/apt,180,3,35,2023-10-07,0.29,2,271,2,6938613145318
903333,LYON BROTTEAUX- MEUBLE LONGUE DUREE,4829230,Carole,,6e Arrondissement,45.76758,4.8584,Entire home/apt,85,30,2,2022-09-12,0.03,2,283,0,"Available with a mobility lease only (""bail mobilité"")"
911363,Old nice and cosy appartment,4890321,Karine,,7e Arrondissement,45.74607,4.84326,Entire home/apt,160,2,54,2024-01-01,0.40,3,157,11,6938213041203
911577,"""LE DIAMANT"" separated room +balcon",4156965,Emilie,,7e Arrondissement,45.75158,4.84516,Entire home/apt,55,28,35,2023-09-02,0.26,19,171,4,6938712364539
911789,Chambre dans bel appartement cosy,4890321,Karine,,7e Arrondissement,45.74778,4.84341,Private room,59,2,9,2022-09-22,0.07,3,75,0,
922833,Appt pour 8 personnes à Lyon 1er,4962068,Sophie,,1er Arrondissement,45.76825,4.83128,Entire home/apt,400,1,142,2024-03-17,1.08,2,334,22,6938112544352
944927,Flat Fish 1 Studio 8eme Leon Berard,5117719,Cecile,,8e Arrondissement,45.73959,4.87598,Entire home/apt,60,5,22,2023-12-02,0.17,17,297,3,6938812429046
1006613,Downtown haussmannien Apart - 3 BDR,5536467,Jp,,3e Arrondissement,45.76143,4.8455,Entire home/apt,299,2,123,2024-03-17,0.93,1,243,14,6938312609030
1041201,"Quiet, Colorful Apartment Close to the Opera House",4154906,Marie,,1er Arrondissement,45.76914,4.83575,Entire home/apt,106,1,521,2024-03-03,3.94,1,226,71,6938112631553
1055532,Appartement F3 LYON Croix-Rousse,1807311,Gilles,,1er Arrondissement,45.7715,4.83261,Entire home/apt,75,14,2,2022-05-21,0.02,1,256,0,6938613028522
1114077,la maison choulans,4469480,Louis,,5e Arrondissement,45.75448,4.81607,Entire home/apt,132,6,31,2024-02-21,0.24,13,215,15,6938513504542
1134118,Cozy duplex in the heart of Lyon,291015206,La Nuitée,,2e Arrondissement,45.74888,4.82966,Entire home/apt,84,2,220,2024-03-19,1.67,81,327,21,6938213051396
1140466,studio métro Garibaldi Part Dieu,6254366,Hubert,,7e Arrondissement,45.74831,4.8508,Entire home/apt,44,30,305,2021-08-07,2.33,3,92,0,"Available with a mobility lease only (""bail mobilité"")"
1143697,Countryside close to the city,6270808,Benoit,,5e Arrondissement,45.74892,4.79114,Entire home/apt,110,6,8,2021-08-14,0.07,1,0,0,
1186824,Dans les nuages....,6489905,Cécile,,1er Arrondissement,45.77181,4.82074,Private room,85,5,1,2023-10-14,0.19,1,363,1,
1187078,The Vendôme - 6th district,3308962,Alain,,6e Arrondissement,45.7666,4.84657,Entire home/apt,70,1,100,2024-03-07,1.04,2,57,43,6938612786220
1193019,Rent nice room 1-2 persons,6520034,Gisele,,3e Arrondissement,45.76025,4.87302,Private room,40,3,46,2024-03-15,0.40,1,162,19,
1242531,Heart of Lyon and nice view,6772488,Fabrice,,1er Arrondissement,45.76807,4.82887,Entire home/apt,95,3,233,2024-01-20,1.79,1,59,47,6938912675972
1259680,Un jardin en ville - Parking sécurisé,6859895,Catherine,,5e Arrondissement,45.75625,4.7962,Entire home/apt,130,1,368,2024-03-17,2.83,1,165,32,6938513037358
1266483,Apartment in the heart of Lyon,6894253,Olivier,,2e Arrondissement,45.76104,4.83722,Entire home/apt,83,2,76,2024-02-22,0.58,1,155,15,6938213356056
1278641,Appartement in center of Lyon 9,6958361,Florence,,9e Arrondissement,45.77886,4.80682,Entire home/apt,85,2,35,2023-10-20,0.31,1,354,3,6938913072979
1298216,Nice Studio in the very center !,7047947,Emmanuel,,2e Arrondissement,45.75621,4.82669,Private room,,2,317,2023-10-01,2.45,1,0,1,
1310835,"Appart cosy bien situé, halles Paul Bocuse",7124610,Carine,,3e Arrondissement,45.76188278198242,4.849833011627197,Entire home/apt,75,3,62,2024-03-16,0.49,1,314,9,6938313359294
1329229,"Old Lyon 180° view,1250 sq+garden",7212199,Emma,,5e Arrondissement,45.76037,4.82485,Entire home/apt,321,2,265,2024-02-09,2.03,4,249,17,6938512403294
1330214,Design Style 3* 10 mn PartDieu,7216477,Gisele,,8e Arrondissement,45.74075,4.86306,Entire home/apt,82,3,19,2024-03-15,0.15,1,100,9,6938812454483
1341551,"Spacieuse Villa, 5 chambres, séjour Zen garanti",3103951,Agnès,,9e Arrondissement,45.80142,4.82142,Private room,348,1,11,2024-03-10,0.09,12,358,2,
1372080,Vue sur Lyon historique - APPART N°2,7438280,Xavier,,7e Arrondissement,45.73983,4.85174,Entire home/apt,64,3,68,2022-12-12,0.54,2,230,0,6938712976233
1377016,Entièrement rénové entre  Part Dieu et Tête d'Or,3670240,Riva,,6e Arrondissement,45.76947,4.8627,Entire home/apt,83,2,100,2024-01-01,0.87,3,290,17,6938613054652
1378174,Part-dieu maison avec jardin,7465441,Lysiane,,3e Arrondissement,45.75284,4.85566,Entire home/apt,,3,9,2019-12-08,0.08,1,0,0,6938313005245
1383614,Proche tramways - APPART N°1,7438280,Xavier,,7e Arrondissement,45.73983,4.85174,Entire home/apt,60,4,107,2023-11-06,0.85,2,164,10,6938712975639
1399933,Chambre confortable avec SdB proche Grange-Blanche,7560948,Clémentine,,3e Arrondissement,45.74528,4.88628,Private room,,1,0,,,1,0,0,
1410219,Maison des berges du Rhone,5551686,Boris,,7e Arrondissement,45.75598,4.8407,Entire home/apt,,4,11,2023-08-15,0.09,1,0,1,6938312656837
1421295,T2 Lyon centre Saxe Gambetta,7651159,Elise,,7e Arrondissement,45.75325,4.84327,Entire home/apt,58,5,45,2022-12-21,0.36,1,286,0,6938712522412
1452778,Duplex de charme / 2 ch  / 4 pers / 1 sdb,7792796,Adrien,,4e Arrondissement,45.77449,4.83183,Entire home/apt,,6,0,,,1,0,0,6938412980868
1465097,Idéalement Placé -Les Terreaux,7848775,Hélène,,1er Arrondissement,45.76751,4.83323,Entire home/apt,75,2,502,2024-03-17,3.93,1,182,45,D201810120101
1478962,Room with view in Lyon center town,7914041,Fred,,5e Arrondissement,45.757275,4.809105,Private room,36,1,182,2024-01-04,4.59,7,90,74,
1495384,HOMESTAY LYON - GUEST HOUSE IN LYON,7993187,Sophie,,2e Arrondissement,45.75659,4.82979,Private room,,7,0,,,1,0,0,
1497267,Nice and calm studio Arpège,3038226,Sophie,,1er Arrondissement,45.76783,4.83317,Entire home/apt,65,200,9,2023-04-15,0.09,6,94,1,6938112410373
1497665,Center bright cosy Bel Canto Opera,3038226,Sophie,,1er Arrondissement,45.76916,4.83597,Entire home/apt,75,200,22,2023-10-08,0.20,6,261,3,6938112399050
1504801,Chambre indépendante sur jardin,8040128,Isabelle & Daniel,,4e Arrondissement,45.77903,4.83505,Private room,42,2,327,2024-03-17,2.75,2,251,58,
1519096,Perfect Place with View In the center,5362527,Alexandre,,1er Arrondissement,45.77039,4.82874,Entire home/apt,90,2,7,2023-09-07,0.27,1,48,1,6938113148623
1549249,Appartement à deux pas des Terreaux,8175517,Clément,,1er Arrondissement,45.76912,4.83291,Entire home/apt,,365,55,2019-12-09,0.43,1,0,0,
1595125,ORIENTAL FLAIR APT CENTRAL CHARMING,8507001,Dalilla,,1er Arrondissement,45.76601,4.83299,Entire home/apt,70,365,87,2019-11-24,0.69,2,365,0,
1626767,Appartement pentes Croix Rousse,8647958,Michelle,,1er Arrondissement,45.7723,4.83474,Entire home/apt,75,30,34,2023-11-25,0.27,1,269,3,"Available with a mobility lease only (""bail mobilité"")"
1643219,SALON ORIENTAL COSY,8507001,Dalilla,,1er Arrondissement,45.76601,4.83299,Shared room,27,3,129,2020-03-02,1.02,2,326,0,
1651110,Bright Room with Private Bathroom,7069472,Marie-Sylvie Et Klaus,,3e Arrondissement,45.74947,4.88866,Private room,,2,17,2017-02-27,0.14,1,0,0,
1654767,Amazing loft in dowtown Lyon,7263309,Alexandre Et Amandine,,4e Arrondissement,45.77497,4.83743,Entire home/apt,160,2,75,2023-12-10,0.59,2,2,2,6938112926216
1663901,Appartement chaleureux au coeur du 7eme,8814446,Anna,,7e Arrondissement,45.74863,4.84389,Entire home/apt,,365,4,2019-07-08,0.06,1,0,0,
1666604,Charm & design in the hart of Lyon,7214212,Michael,,3e Arrondissement,45.76257,4.85227,Entire home/apt,,2,53,2020-10-22,0.51,1,0,0,6938312837969
1674703,Perfect Place in the Old City !,8647605,Laëtitia,,5e Arrondissement,45.76055,4.82839,Entire home/apt,64,2,504,2024-02-29,4.00,1,163,84,6938512839893
1713257,T3 de100 m2 Lyon1 pour 6 personnes,9036002,Patrick,,1er Arrondissement,45.77208,4.83472,Entire home/apt,99,2,100,2023-12-31,0.79,1,340,18,6938112974815
1733448,Chambre au coeur de Lyon,9132461,Dominique,,2e Arrondissement,45.75161,4.82727,Private room,40,1,49,2020-01-17,0.39,1,8,0,
1736079,Les mystères du Vieux Lyon,9143136,Karine,,5e Arrondissement,45.76401,4.8282,Entire home/apt,76,4,66,2024-03-06,0.53,1,154,13,6938512535136
1741071,Modern appartement-City center,3881722,Anne-Charlotte,,6e Arrondissement,45.765785217285156,4.854788780212402,Entire home/apt,61,2,457,2024-03-08,3.59,1,280,75,0693861900057
1750754,Lyon centre,6861190,Grégory,,1er Arrondissement,45.76839,4.8333,Entire home/apt,,2,68,2023-12-10,0.54,1,0,1,6938112580875
1751911,"Studio Old Centre Lyon, Saint Jean",7068319,Malio,,5e Arrondissement,45.76245,4.82672,Entire home/apt,72,2,282,2023-12-17,2.24,2,12,10,6938512357863
1789544,Appart Traversant - Terrasse et Vue imprenable,9390086,A,,9e Arrondissement,45.78123,4.79604,Entire home/apt,62,50,46,2023-04-06,0.48,1,173,1,"Available with a mobility lease only (""bail mobilité"")"
1800153,"Appartement au centre, ensoleillé et dans un parc",9439068,Cecile,,1er Arrondissement,45.76859,4.82677,Entire home/apt,160,2,14,2024-03-03,0.26,2,44,7,6938112927897
1813360,LE CHAPITRE - Feel at home in Lyon6,4156965,Emilie,,6e Arrondissement,45.7662,4.86629,Entire home/apt,,28,32,2023-08-25,0.26,19,0,4,6938612382382
1815981,Loft charmant  en centre-ville,9344721,Pascale,,2e Arrondissement,45.76414,4.83648,Entire home/apt,70,5,68,2024-03-01,0.57,1,304,19,6938212593221
1824688,Chambres spacieuse et lumineuse à la Croix-Rousse,9550296,Nathalie,,4e Arrondissement,45.77646,4.82447,Entire home/apt,,365,3,2016-06-20,0.03,1,0,0,
1832285,"Studio, Terrasse & parking privé gratuit",9582479,Patrick & Pascale,,5e Arrondissement,45.75784,4.81347,Entire home/apt,58,2,340,2024-03-17,4.77,2,0,71,6938512916307
1832375,Appartement Familial au coeur de la Presqu'île !,4838608,Elodie,,2e Arrondissement,45.75222,4.8241,Entire home/apt,,365,1,2020-12-26,0.03,1,173,0,
1846986,Opera Majeur - Furnished loft rental - Lyon1,5931758,2beapart,,1er Arrondissement,45.7675937,4.836945300000001,Entire home/apt,51,30,64,2023-12-06,0.51,45,225,1,"Available with a mobility lease only (""bail mobilité"")"
1848728,"""LE CHAPITEAU"" - close Part Dieu !",4156965,Emilie,,6e Arrondissement,45.76558,4.86707,Entire home/apt,55,28,33,2023-04-07,0.29,19,207,1,6938612382382
1849235,Cozy authentic flat in Croix Rousse slopes,2420962,Jeremy,,1er Arrondissement,45.7714,4.82819,Entire home/apt,,3,2,2023-12-09,0.02,1,0,1,6938113719636
1866856,Le centre ville au calme,9732751,Christophe,,7e Arrondissement,45.75118,4.83896,Entire home/apt,60,5,107,2023-12-10,0.85,2,7,3,6938712990881
1870851,appart CANUT 42m2 plein centre lyon,9750168,Lat,,1er Arrondissement,45.77237,4.83507,Entire home/apt,,365,1,2017-12-10,0.01,1,0,0,
1871596,On the Croix-Rousse.. with a view!,9753312,Laëtitia,,4e Arrondissement,45.77439,4.82882,Entire home/apt,,365,1,2014-12-07,0.01,1,0,0,
1875470,Studio Lyon Centre near Opéra,4607325,Nadege,,1er Arrondissement,45.76656,4.83961,Entire home/apt,82,2,63,2023-10-08,0.50,1,81,7,6938112912556
1878564,Très beau T5 surplombant Lyon,9782560,Maude,,1er Arrondissement,45.76984,4.82748,Entire home/apt,125,1,12,2021-12-12,0.11,1,288,0,6938113000054
1878800,T3 plein centre - Fête des Lumières,6177101,Pauline,,1er Arrondissement,45.76995,4.83781,Entire home/apt,240,365,9,2019-12-08,0.07,1,365,0,
1880785,Appartement de charme,9791883,Blandine,,1er Arrondissement,45.76941,4.82713,Entire home/apt,,365,20,2017-06-18,0.20,1,0,0,
1885147,Opéra-Mineur - Furnished loft rental - Lyon 1,5931758,2beapart,,1er Arrondissement,45.7675937,4.836945300000001,Entire home/apt,51,30,55,2021-12-20,0.44,45,52,0,"Available with a mobility lease only (""bail mobilité"")"
1917488,Ideal fête des Lumières appartement Bellecour,9942321,Noemie,,2e Arrondissement,45.75629,4.83064,Entire home/apt,,2,4,2022-12-11,0.05,1,0,0,6938213034174
1917560,Modern flat in the center of Lyon,5707606,Patrick,,2e Arrondissement,45.75734,4.83178,Entire home/apt,110,2,279,2024-03-18,2.24,1,69,51,6938212511166
1926730,Appartement en plein centre de Lyon,9981138,Sophie,,2e Arrondissement,45.75661,4.82808,Entire home/apt,360,2,6,2023-01-21,0.05,1,80,0,6938213443059
1927965,Beautiful apartment in the centre of the Old Lyon,9920764,Florence,,5e Arrondissement,45.76645,4.82645,Entire home/apt,,365,58,2019-12-07,0.50,1,0,0,
1927981,LE CHAMBORD - close Part Dieu,4156965,Emilie,,6e Arrondissement,45.76558,4.86707,Entire home/apt,,28,32,2021-01-17,0.27,19,0,0,6938612382382
1931175,Appartement  au cœur du vieux Lyon,9997315,Claire,,5e Arrondissement,45.76391,4.82802,Entire home/apt,117,1,139,2024-03-03,1.19,1,332,39,6938512941744
1933392,Charmante chambre Lyon centre,9659907,Martine,,7e Arrondissement,45.75409,4.83912,Private room,64,1,614,2024-03-17,4.90,1,317,93,
1933792,"Fête des Lumières, ""St Marie""",10008593,Pierre,,3e Arrondissement,45.76222,4.84775,Entire home/apt,300,2,12,2024-03-17,0.10,1,337,7,6938513177910
1935365,chambre Lyon fête des lumières,10014536,Julie,,1er Arrondissement,45.76624,4.83197,Private room,,1,1,2013-12-10,0.01,2,0,0,
1938959,Charme et confort au cœur de Lyon,10030582,Françoise,,2e Arrondissement,45.75874,4.83591,Entire home/apt,90,2,147,2024-02-25,1.53,1,105,49,6938212619648
1942472,Appartement sur les quais du Rhône,9985085,Christelle,,7e Arrondissement,45.73964,4.82683,Entire home/apt,,365,17,2021-09-24,0.14,1,89,0,
1944655,Quiet room near public transports,10058451,Stephane,,3e Arrondissement,45.75285,4.87108,Private room,,2,20,2015-09-11,0.16,1,0,0,
1947637,"Appartment in Lyon, Croix Paquet",10072333,Maxime & Chloé,,1er Arrondissement,45.77168,4.83494,Entire home/apt,,2,40,2018-07-17,0.32,1,0,0,6938112480016
1949220,Lyon red cross holiday period,9032736,Anne,,4e Arrondissement,45.77589,4.83494,Entire home/apt,120,2,109,2024-03-17,0.96,1,17,11,6938413097565
1951381,Grand appartement au coeur de Lyon,8050592,Aurore,,2e Arrondissement,45.75355,4.83184,Entire home/apt,,365,0,,,1,0,0,
1953871,Quiet appartment city center Lyon,8826693,Dulcie,,2e Arrondissement,45.75118,4.83037,Entire home/apt,,365,15,2017-10-22,0.17,2,0,0,
1958078,"Charmant appartement, vue Fourvière",10120015,Florence,,2e Arrondissement,45.75937,4.83016,Entire home/apt,100,2,126,2023-12-04,1.00,1,219,12,6938212563428
1958363,85 m2  centre de lyon rue piètonne,6183392,Marie-Helene,,2e Arrondissement,45.762691497802734,4.832712173461914,Entire home/apt,154,3,27,2023-12-11,0.23,1,286,5,6938212661418
1958504,"Small bedroom, in Lyon center",1760477,Sabrina,,1er Arrondissement,45.77138,4.83657,Private room,41,3,110,2024-02-08,0.88,1,177,28,
1977980,Joli appartement T2 au cœur de Lyon,10209433,Élise,,1er Arrondissement,45.76937,4.83552,Entire home/apt,,365,17,2018-09-12,0.21,1,0,0,
1980953,Fête des Lumières Croix Rousse,10222830,Christel,,4e Arrondissement,45.77393,4.82344,Entire home/apt,,365,0,,,1,0,0,
1983195,Charming B&B in Lyon Center,10232768,Emmanuel,,9e Arrondissement,45.79966,4.82988,Entire home/apt,70,2,138,2024-03-09,1.12,1,153,23,6938912978256
1996196,Appartement de 50m² à bellecour,10287574,Elodie,,2e Arrondissement,45.76078,4.83172,Entire home/apt,,365,0,,,1,0,0,
1998671,Fête des lumières à la Croix Rousse,10297111,Sonia,,1er Arrondissement,45.77386,4.8269,Entire home/apt,,365,0,,,1,0,0,
2000033,Beau T2 saxe gambetta modern/retro,10296185,Carole,,7e Arrondissement,45.7506,4.8424,Entire home/apt,90,32,21,2024-02-21,0.25,2,149,7,"Available with a mobility lease only (""bail mobilité"")"
2004588,Charme d'antan Vieux Lyon parking,10320725,Anne Sophie,,5e Arrondissement,45.7646,4.82801,Entire home/apt,,365,12,2015-12-31,0.10,1,0,0,
2005196,Charming loft 2r - Vieux Lyon-old town - Nice view,2540768,Celine,,5e Arrondissement,45.7669,4.82324,Entire home/apt,,4,124,2024-03-01,1.29,1,0,11,6938513015186
2009217,Appartement Vieux Lyon. St Jean,10340347,Anne,,5e Arrondissement,45.76384,4.82775,Entire home/apt,,365,1,2013-12-09,0.01,1,0,0,
2009278,room (free for children),10340667,Lucile Et Renaud,,1er Arrondissement,45.76888,4.83407,Private room,50,2,72,2023-12-10,0.57,1,286,17,
2009456,Idéal fête lumières vue sur Lyon,10341579,Axelle,,3e Arrondissement,45.75718,4.85536,Shared room,,1,0,,,1,0,0,
2009737,Ozanam - T2 with terrace - Lyon 4,5931758,2beapart,,1er Arrondissement,45.7735774,4.8278441,Entire home/apt,,30,30,2022-08-03,0.25,45,0,0,0693811800241
2013519,"Lyon centre, grand appartement au calme",7995669,Laurence,,7e Arrondissement,45.75384,4.83834,Entire home/apt,120,2,47,2023-12-10,0.38,1,318,3,6938713105303
2014394,Appart à louer dans le Vieux Lyon,10125155,Nicolas,,5e Arrondissement,45.76559,4.82645,Entire home/apt,,365,0,,,1,0,0,
2017746,Duplex de 43m2 3pers Centre Ville,10114815,Catherine,,4e Arrondissement,45.77445,4.83912,Entire home/apt,80,7,52,2024-02-06,0.42,1,231,4,6938113060729
2020878,Au coeur de lyon 6,10346274,Celine,,6e Arrondissement,45.76625,4.85209,Private room,45,1,94,2024-01-31,0.75,1,26,6,
2023674,Welcome in my sweet home (Lyon 9è),10399593,Florence,,9e Arrondissement,45.77378,4.80416,Entire home/apt,67,5,62,2023-10-09,0.50,1,164,6,6938912899765
2055514,Vieux Lyon quiet  view St Jean and roofs,7212199,Emma,,5e Arrondissement,45.75901,4.82386,Entire home/apt,84,2,179,2024-03-10,1.44,4,251,28,6938512407254
2088942,STUDIO SOPHIE,10662283,Sophie,,3e Arrondissement,45.75507,4.87533,Entire home/apt,45,365,51,2019-10-31,0.46,1,364,0,
2134046,Grande chambre verte et pièces attenantes,10889282,Stéphanie,,9e Arrondissement,45.77332,4.80863,Private room,,1,9,2016-01-29,0.07,2,0,0,
2152784,"Loft Jeanne d'Arc 
Maison individuelle
Clim.",10987350,Sophie,,3e Arrondissement,45.75143,4.88444,Entire home/apt,77,2,85,2023-12-28,0.74,1,253,24,0690106938314
2174179,T2 neuf au coeur de la presqu'île,11090776,Delphine,,2e Arrondissement,45.76243209838867,4.8351850509643555,Entire home/apt,,365,5,2024-02-29,0.33,4,179,3,
2202777,Wonderful 90m² flat perfectly located near Opera,3945197,Quentin,,1er Arrondissement,45.76494,4.83311,Entire home/apt,160,2,53,2024-03-17,0.46,1,139,10,6938113000252
2208241,Appartement Lyon Centre,11263808,Amaury,,7e Arrondissement,45.74982,4.84152,Entire home/apt,273,365,8,2017-02-10,0.09,1,362,0,
